latitude,longitude,mean_temperature,uncertainty_std
-84.86197029204237,271.875,-26.191856,1.6715441
-84.86197029204237,273.75,-25.731583,1.6649505
-84.86197029204237,275.625,-25.2833,1.6605712
-84.86197029204237,277.5,-24.844122,1.6656
-84.86197029204237,279.375,-24.441933,1.6601903
-84.86197029204237,281.25,-24.039316,1.6684456
-84.86197029204237,283.125,-23.669453,1.6716899
-84.86197029204237,285.0,-23.340723,1.6724116
-84.86197029204237,286.875,-23.072598,1.6887064
-84.86197029204237,288.75,-22.832558,1.705077
-84.86197029204237,290.625,-22.628906,1.7114257
-84.86197029204237,292.5,-22.486465,1.7296054
-84.86197029204237,294.375,-22.380058,1.7452445
-84.86197029204237,296.25,-22.342012,1.7627748
-84.86197029204237,298.125,-22.36037,1.7719783
-84.86197029204237,300.0,-22.426739,1.7669578
-84.86197029204237,301.875,-22.53416,1.781834
-84.86197029204237,303.75,-22.682755,1.7904272
-84.86197029204237,305.625,-22.878008,1.8020386
-84.86197029204237,307.5,-23.129023,1.8161986
-84.86197029204237,309.375,-23.425293,1.8234847
-84.86197029204237,311.25,-23.747578,1.8274424
-84.86197029204237,313.125,-24.120274,1.8311982
-84.86197029204237,315.0,-24.526054,1.8327962
-84.86197029204237,316.875,-24.952852,1.8592466
-84.86197029204237,318.75,-25.422226,1.8752025
-84.86197029204237,320.625,-25.905703,1.8980398
-84.86197029204237,322.5,-26.421934,1.9182208
-84.86197029204237,324.375,-26.95086,1.9315691
-84.86197029204237,326.25,-27.513437,1.9568104
